date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:55	240447/240447	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2009:50:56%20GMT	https://kahlo.qodeinteractive.com/	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/index.html	(from )
10:50:55	131/131	---MCZ	200	added ('OK')	text/plain	date:Fri,%2001%20Dec%202023%2009:42:53%20GMT	https://kahlo.qodeinteractive.com/robots.txt		(from )
10:50:56	71726/71726	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2006:33:01%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/css/plugins/animate/animate.min.css?ver=6.4.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/css/plugins/animate/animate.minaec2.css	(from https://kahlo.qodeinteractive.com/)
10:50:57	24702/24702	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Aug%202023%2010:08:11%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.2.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/instagram-feed/css/sbi-styles.minf731.css	(from https://kahlo.qodeinteractive.com/)
10:50:57	22518/22518	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2015:08:38%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/kahlo-core/inc/icons/elegant-icons/assets/css/elegant-icons.min.css?ver=6.4.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/kahlo-core/inc/icons/elegant-icons/assets/css/elegant-icons.minaec2.css	(from https://kahlo.qodeinteractive.com/)
10:50:57	102025/102025	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2015:08:38%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/kahlo-core/inc/icons/font-awesome/assets/css/all.min.css?ver=6.4.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/kahlo-core/inc/icons/font-awesome/assets/css/all.minaec2.css	(from https://kahlo.qodeinteractive.com/)
10:50:57	1091/1091	---MCZ	200	added ('OK')	text/css	date:Mon,%2008%20May%202023%2014:15:14%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-bar.css?ver=7.3.5	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/anti-spam/assets/css/admin-bara927.css	(from https://kahlo.qodeinteractive.com/)
10:50:58	2331/2331	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2006:32:46%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.8	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles41a3.css	(from https://kahlo.qodeinteractive.com/)
10:50:58	44176/44176	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2006:33:02%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/dist/grid.css?ver=6.4.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/dist/gridaec2.css	(from https://kahlo.qodeinteractive.com/)
10:50:59	33848/33848	---MCZ	200	added ('OK')	text/css	date:Wed,%2009%20Aug%202023%2006:33:02%20GMT	https://kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/dist/main.css?ver=6.4.1	C:/Users/hp/Desktop/Mine/art-loju/kahlo.qodeinteractive.com/wp-content/plugins/qi-blocks/assets/dist/mainaec2.css	(from https://kahlo.qodeinteractive.com/)
